Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ziomeczki :),2020-09-23 19:39:12,00:03:07,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Ofiara (Odcinek 14),,TCL TV 2018 UHD Android TV Smart TV,00:40:43,00:40:43,PL (Poland)
Ziomeczki :),2020-09-23 17:52:39,00:01:45,Autoplayed: user action: None; ,Community: Sezon 1: Dziennikarstwo śledcze (Odcinek 13),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:01:47,Not latest view,PL (Poland)
Ziomeczki :),2020-09-23 17:31:22,00:21:16,,Community: Sezon 1: Religioznawstwo (Odcinek 12),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:16,00:21:16,PL (Poland)
Ziomeczki :),2020-09-23 17:10:07,00:21:13,,Community: Sezon 1: Seksualność człowieka (Odcinek 11),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:13,00:21:13,PL (Poland)
Ziomeczki :),2020-09-23 16:55:42,00:12:24,,Community: Sezon 1: Nauka o środowisku (Odcinek 10),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:20,00:21:20,PL (Poland)
Ziomeczki :),2020-09-23 16:55:38,00:00:02,,Community: Sezon 1: Debata 109 (Odcinek 9),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:19:38,00:19:38,PL (Poland)
Ziomeczki :),2020-09-23 16:03:30,00:19:35,Autoplayed: user action: None; ,Community: Sezon 1: Debata 109 (Odcinek 9),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:19:36,Not latest view,PL (Poland)
Ziomeczki :),2020-09-23 15:45:24,00:18:04,,Community: Sezon 1: Ekonomia gospodarstwa domowego (Odcinek 8),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:15,00:21:15,PL (Poland)
Ziomeczki :),2020-09-23 15:18:17,00:08:56,,Community: Sezon 1: Nauka o środowisku (Odcinek 10),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:08:56,Not latest view,PL (Poland)
Ziomeczki :),2020-09-23 15:02:44,00:15:31,,Community: Sezon 1: Debata 109 (Odcinek 9),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:12,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 20:34:23,00:05:41,,Community: Sezon 1: Debata 109 (Odcinek 9),,DefaultWidevineAndroidPhone,00:05:41,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 20:16:17,00:18:04,,Community: Sezon 1: Ekonomia gospodarstwa domowego (Odcinek 8),,DefaultWidevineAndroidPhone,00:21:13,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 20:15:50,00:00:20,,Community: Sezon 1: Prawo karne dla zaawansowanych (Odcinek 5),,DefaultWidevineAndroidPhone,00:00:19,00:00:19,PL (Poland)
Ziomeczki :),2020-09-22 20:11:54,00:03:10,,Community: Sezon 1: Ekonomia gospodarstwa domowego (Odcinek 8),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:03:10,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 19:51:20,00:20:31,,Community: Sezon 1: Wstęp do statystyki (Odcinek 7),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:20:51,00:20:51,PL (Poland)
Ziomeczki :),2020-09-22 19:30:06,00:21:13,,"Community: Sezon 1: Futbol, feminizm i ty (Odcinek 6)",,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:14,00:21:14,PL (Poland)
Ziomeczki :),2020-09-22 19:02:47,00:21:15,Autoplayed: user action: None; ,Community: Sezon 1: Prawo karne dla zaawansowanych (Odcinek 5),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:16,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 18:40:17,00:22:29,Autoplayed: user action: None; ,Community: Sezon 1: Psychologia społeczna (Odcinek 4),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:22:29,00:22:29,PL (Poland)
Ziomeczki :),2020-09-22 18:19:05,00:21:05,,Community: Sezon 1: Wstęp do filmoznawstwa (Odcinek 3),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:17,00:21:17,PL (Poland)
Ziomeczki :),2020-09-22 18:05:34,00:12:48,,Community: Sezon 1: Hiszpański dla początkujących (Odcinek 2),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:20:28,00:20:28,PL (Poland)
Ziomeczki :),2020-09-22 18:03:41,00:01:39,,Community: Sezon 1: Hiszpański dla początkujących (Odcinek 2),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:07:40,Not latest view,PL (Poland)
Ziomeczki :),2020-09-22 17:36:44,00:26:49,,Stalowa bestia Hitlera,,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:48:34,00:48:34,PL (Poland)
Ziomeczki :),2020-09-21 19:37:01,00:03:19,Autoplayed: user action: None; ,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Bombardowanie Drezna (Odcinek 8),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:03:19,00:03:19,PL (Poland)
Ziomeczki :),2020-09-21 18:52:02,00:44:57,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Ofensywa w Ardenach (Odcinek 7),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:37,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 18:33:27,00:18:27,,Stalowa bestia Hitlera,,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:45,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 18:32:25,00:00:56,,Community: Sezon 1: Hiszpański dla początkujących (Odcinek 2),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:06:01,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 18:11:16,00:03:18,,Stalowa bestia Hitlera,,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:03:18,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 18:05:47,00:05:03,Autoplayed: user action: None; ,Community: Sezon 1: Hiszpański dla początkujących (Odcinek 2),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:05:04,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 17:44:26,00:21:20,,Community: Sezon 1: Wspólnota (Odcinek 1),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:21:20,00:21:20,PL (Poland)
Ziomeczki :),2020-09-21 15:40:39,00:04:39,Autoplayed: user action: None; ,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Ofensywa w Ardenach (Odcinek 7),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:04:40,Not latest view,PL (Poland)
Ziomeczki :),2020-09-21 15:09:39,00:30:58,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Lądowanie aliantów w Normandii (Odcinek 6),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:37,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 19:15:11,00:18:38,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Lądowanie aliantów w Normandii (Odcinek 6),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:18:38,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 18:31:48,00:24:36,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Oblężenie Stalingradu (Odcinek 5),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:44,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 13:40:08,00:24:56,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Oblężenie Stalingradu (Odcinek 5),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:24:57,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 12:52:27,00:47:29,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Bitwa o Midway (Odcinek 4),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:47:29,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 11:52:54,00:31:41,,Star Trek: Discovery: Sezon 1: Wybierz swój ból (Odcinek 5),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:45:39,00:45:39,PL (Poland)
Ziomeczki :),2020-09-20 11:52:06,00:00:27,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Bitwa o Midway (Odcinek 4),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:00:27,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 11:02:31,00:49:32,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Atak na Pearl Harbor (Odcinek 3),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:33,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 09:57:54,00:49:33,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Bitwa o Anglię (Odcinek 2),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:33,Not latest view,PL (Poland)
Ziomeczki :),2020-09-20 09:07:50,00:49:33,,Najważniejsze wydarzenia II wojny światowej w kolorze: Sezon 1: Blitzkrieg (Odcinek 1),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:33,Not latest view,PL (Poland)
Ziomeczki :),2020-09-19 13:29:40,01:20:52,,Idealnie dobrani,,DefaultWidevineAndroidPhone,01:30:12,01:30:12,PL (Poland)
Ziomeczki :),2020-09-19 12:56:39,00:29:09,,Idealnie dobrani,,DefaultWidevineAndroidPhone,00:09:32,Not latest view,PL (Poland)
Ziomeczki :),2020-09-19 08:11:58,00:18:00,,Miłość gwarantowana,,DefaultWidevineAndroidPhone,01:25:06,01:25:06,PL (Poland)
Ziomeczki :),2020-09-18 17:45:48,00:12:36,,Star Trek: Discovery: Sezon 1: Wybierz swój ból (Odcinek 5),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:12:37,Not latest view,PL (Poland)
Ziomeczki :),2020-09-17 20:30:40,00:37:12,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Ofiara (Odcinek 14),,TCL TV 2018 UHD Android TV Smart TV,00:37:37,Not latest view,PL (Poland)
Ziomeczki :),2020-09-17 20:15:03,00:15:32,,The Walking Dead: Sezon 3: Negocjacje (Odcinek 13),,TCL TV 2018 UHD Android TV Smart TV,00:40:46,00:40:46,PL (Poland)
Ziomeczki :),2020-09-17 19:57:46,00:11:37,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Negocjacje (Odcinek 13),,TCL TV 2018 UHD Android TV Smart TV,00:25:18,Not latest view,PL (Poland)
Ziomeczki :),2020-09-17 16:06:45,00:13:44,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Negocjacje (Odcinek 13),,TCL TV 2018 UHD Android TV Smart TV,00:13:45,Not latest view,PL (Poland)
Ziomeczki :),2020-09-17 16:05:48,00:05:39,,Star Trek: Discovery: Sezon 1: Podjąć ryzyko (Odcinek 4),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:48:09,00:48:09,PL (Poland)
Ziomeczki :),2020-09-17 15:25:58,00:40:44,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Oczyszczenie (Odcinek 12),,TCL TV 2018 UHD Android TV Smart TV,00:40:46,00:40:46,PL (Poland)
Ziomeczki :),2020-09-17 14:45:11,00:40:44,,The Walking Dead: Sezon 3: Nie jestem Judaszem (Odcinek 11),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-17 14:32:13,00:12:52,,The Walking Dead: Sezon 3: Dom (Odcinek 10),,TCL TV 2018 UHD Android TV Smart TV,00:40:43,00:40:43,PL (Poland)
Ziomeczki :),2020-09-17 14:12:21,00:10:40,,The Walking Dead: Sezon 3: Dom (Odcinek 10),,TCL TV 2018 UHD Android TV Smart TV,00:27:59,Not latest view,PL (Poland)
Ziomeczki :),2020-09-17 14:03:42,00:00:31,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Dom (Odcinek 10),,TCL TV 2018 UHD Android TV Smart TV,00:17:25,Not latest view,PL (Poland)
Ziomeczki :),2020-09-16 19:36:05,00:16:59,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Dom (Odcinek 10),,TCL TV 2018 UHD Android TV Smart TV,00:17:00,Not latest view,PL (Poland)
Ziomeczki :),2020-09-16 19:16:51,00:16:21,,The Walking Dead: Sezon 3: Król samobójców (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-16 17:22:20,00:24:05,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Król samobójców (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:24:27,Not latest view,PL (Poland)
Ziomeczki :),2020-09-16 17:18:38,00:02:51,Autoplayed: user action: Unspecified; ,Iwan Groźny z Treblinki: Miniserial: Diabeł mieszka w Cleveland (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:02:51,00:02:51,PL (Poland)
Ziomeczki :),2020-09-16 16:55:38,00:00:27,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Król samobójców (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:00:28,Not latest view,PL (Poland)
Ziomeczki :),2020-09-16 16:15:14,00:40:19,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Stworzeni by cierpieć (Odcinek 8),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-16 15:29:08,00:45:40,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Gdy umarli pukają do drzwi (Odcinek 7),,TCL TV 2018 UHD Android TV Smart TV,00:40:46,00:40:46,PL (Poland)
Ziomeczki :),2020-09-16 15:21:44,00:07:19,,The Walking Dead: Sezon 3: Zaszczuci (Odcinek 6),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-16 14:43:02,00:30:19,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Zaszczuci (Odcinek 6),,TCL TV 2018 UHD Android TV Smart TV,00:33:29,Not latest view,PL (Poland)
Ziomeczki :),2020-09-15 17:15:45,00:02:50,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Zaszczuci (Odcinek 6),,TCL TV 2018 UHD Android TV Smart TV,00:03:16,Not latest view,PL (Poland)
Ziomeczki :),2020-09-15 16:34:50,00:40:23,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Powiedz tylko słowo (Odcinek 5),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-15 16:00:51,00:29:03,,The Walking Dead: Sezon 3: Wewnętrzny zabójca (Odcinek 4),,TCL TV 2018 UHD Android TV Smart TV,00:40:46,00:40:46,PL (Poland)
Ziomeczki :),2020-09-15 15:42:19,00:09:12,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 3: Wewnętrzny zabójca (Odcinek 4),,TCL TV 2018 UHD Android TV Smart TV,00:09:40,Not latest view,PL (Poland)
Ziomeczki :),2020-09-14 20:52:12,00:00:03,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Wewnętrzny zabójca (Odcinek 4),,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,PL (Poland)
Ziomeczki :),2020-09-14 20:11:24,00:40:44,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Wspólny spacer (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-14 19:50:16,00:21:03,,The Walking Dead: Sezon 3: To chore (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-14 19:21:28,00:19:47,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: To chore (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:19:48,Not latest view,PL (Poland)
Ziomeczki :),2020-09-14 18:40:39,00:40:44,Autoplayed: user action: None; ,The Walking Dead: Sezon 3: Plony (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:40:45,00:40:45,PL (Poland)
Ziomeczki :),2020-09-14 17:59:51,00:40:18,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 2: Przy gasnącym ognisku (Odcinek 13),,TCL TV 2018 UHD Android TV Smart TV,00:40:46,00:40:46,PL (Poland)
Ziomeczki :),2020-09-13 18:45:17,00:00:15,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Przy gasnącym ognisku (Odcinek 13),,TCL TV 2018 UHD Android TV Smart TV,00:00:15,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 18:04:07,00:40:56,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Lepsze anioły (Odcinek 12),,TCL TV 2018 UHD Android TV Smart TV,00:40:56,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 17:23:20,00:40:44,Autoplayed: user action: None; ,"The Walking Dead: Sezon 2: Sędzia, ławnicy i kat (Odcinek 11)",,TCL TV 2018 UHD Android TV Smart TV,00:40:45,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 16:42:52,00:40:25,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: 18 mil stąd (Odcinek 10),,TCL TV 2018 UHD Android TV Smart TV,00:40:26,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 16:07:31,00:35:14,,The Walking Dead: Sezon 2: Na celowniku (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:40:47,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 15:42:26,00:05:03,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 2: Na celowniku (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:05:38,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 15:34:16,00:00:38,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Na celowniku (Odcinek 9),,TCL TV 2018 UHD Android TV Smart TV,00:00:38,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 14:53:25,00:40:43,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Nebraska (Odcinek 8),,TCL TV 2018 UHD Android TV Smart TV,00:40:43,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 14:12:47,00:40:35,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Prawie martwy (Odcinek 7),,TCL TV 2018 UHD Android TV Smart TV,00:40:35,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 13:32:03,00:40:41,Autoplayed: user action: None; ,The Walking Dead: Sezon 2: Tajemnica (Odcinek 6),,TCL TV 2018 UHD Android TV Smart TV,00:40:42,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 12:51:45,00:40:15,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 2: Chupacabra (Odcinek 5),,TCL TV 2018 UHD Android TV Smart TV,00:40:40,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 12:10:55,00:40:41,Autoplayed: user action: Unspecified; ,The Walking Dead: Sezon 2: Róża (Odcinek 4),,TCL TV 2018 UHD Android TV Smart TV,00:41:08,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 12:03:45,00:04:31,,Marvel: Daredevil: Sezon 1: Ring (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:04:31,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 12:01:01,00:00:15,Autoplayed: user action: Unspecified; ,Yu-Gi-Oh!: Sezon 1: The Heart of the Cards (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:02:01,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 11:59:47,00:00:15,Autoplayed: user action: None; ,Blue Exorcist: Sezon 1: Diabeł mieszka w ludzkiej duszy (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:15,Not latest view,PL (Poland)
Ziomeczki :),2020-09-13 11:55:09,00:03:59,,Baronowie narkotykowi: Sezon 2: Christopher Coke — książę narkotykowy z Jamajki (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,00:03:59,00:03:59,PL (Poland)
Ziomeczki :),2020-09-13 11:11:07,00:42:57,Autoplayed: user action: Unspecified; ,Baronowie narkotykowi: Sezon 2: El Chapo (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:42:57,00:42:57,PL (Poland)
Ziomeczki :),2020-09-13 09:45:27,00:51:33,,Miłość gwarantowana,,DefaultWidevineAndroidPhone,01:07:07,Not latest view,PL (Poland)
Ziomeczki :),2020-09-12 18:09:45,00:41:02,Autoplayed: user action: None; ,Star Trek: Discovery: Sezon 1: Podjąć ryzyko (Odcinek 4),,Samsung 2015 Hawk-M Smart TV,00:42:30,Not latest view,PL (Poland)
Ziomeczki :),2020-09-12 16:48:42,00:45:52,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Sezon 1: Kontekst — rzecz królewska (Odcinek 3),,Samsung 2015 Hawk-M Smart TV,00:47:02,00:47:02,PL (Poland)
Ziomeczki :),2020-09-12 16:44:50,00:03:46,,Star Trek: Discovery: Sezon 1: Bitwa przy gwiazdach podwójnych (Odcinek 2),,Samsung 2015 Hawk-M Smart TV,00:37:34,00:37:34,PL (Poland)
Ziomeczki :),2020-09-12 15:22:47,00:32:52,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Sezon 1: Bitwa przy gwiazdach podwójnych (Odcinek 2),,Samsung 2015 Hawk-M Smart TV,00:33:49,Not latest view,PL (Poland)
Ziomeczki :),2020-09-12 14:40:19,00:42:24,Autoplayed: user action: Unspecified; ,Star Trek: Discovery: Sezon 1: Wolkańskie powitanie (Odcinek 1),,Samsung 2015 Hawk-M Smart TV,00:42:24,00:42:24,PL (Poland)
Ziomeczki :),2020-09-12 11:34:24,00:13:12,Autoplayed: user action: Unspecified; ,Marvel: The Punisher: Sezon 1: Kandahar (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,00:47:22,00:47:22,PL (Poland)
Ziomeczki :),2020-09-11 18:28:49,00:47:11,,Rozłąka: Sezon 1: Dom (Odcinek 10),,Apple iPad Pro 11 inch 1st Gen Wi-Fi iPad,00:49:41,00:49:41,PL (Poland)
Ziomeczki :),2020-09-10 19:48:59,00:32:54,Autoplayed: user action: Unspecified; ,Marvel: The Punisher: Sezon 1: Kandahar (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,00:34:12,Not latest view,PL (Poland)
Ziomeczki :),2020-09-10 19:00:45,00:47:17,,Marvel: The Punisher: Sezon 1: Umrzyków dwóch (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:55:17,00:55:17,PL (Poland)
Ziomeczki :),2020-09-10 11:31:37,00:03:16,Autoplayed: user action: None; ,Marvel: The Punisher: Sezon 1: Kandahar (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,00:03:28,Not latest view,PL (Poland)
Ziomeczki :),2020-09-10 10:37:28,00:54:02,Autoplayed: user action: Unspecified; ,Marvel: The Punisher: Sezon 1: Umrzyków dwóch (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:55:16,Not latest view,PL (Poland)
Ziomeczki :),2020-09-10 09:48:00,00:49:21,,Marvel: The Punisher: Sezon 1: Trzecia rano (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:49:23,00:49:23,PL (Poland)
Ziomeczki :),2020-09-10 09:17:46,00:00:03,Autoplayed: user action: Unspecified; ,Marvel: The Punisher: Sezon 1: Trzecia rano (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:03,Not latest view,PL (Poland)
Ziomeczki :),2020-09-09 19:00:46,00:02:08,,Miłość gwarantowana,,DefaultWidevineAndroidPhone,00:15:52,Not latest view,PL (Poland)
Ziomeczki :),2020-09-09 11:30:24,01:00:52,Autoplayed: user action: Unspecified; ,Miasto strachu: Nowy Jork kontra mafia: Miniserial: Sądny dzień (Odcinek 3),,TCL TV 2018 UHD Android TV Smart TV,01:01:45,01:01:45,PL (Poland)
Ziomeczki :),2020-09-09 11:24:34,00:05:39,Autoplayed: user action: Unspecified; ,Miasto strachu: Nowy Jork kontra mafia: Miniserial: Taśmy ojca chrzestnego (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:43:02,00:43:02,PL (Poland)
Ziomeczki :),2020-09-08 19:47:43,00:00:26,Autoplayed: user action: None; ,Rozłąka: Sezon 1: Dom (Odcinek 10),,Samsung 2015 Hawk-M Smart TV,00:00:34,Not latest view,PL (Poland)
Ziomeczki :),2020-09-08 18:59:30,00:44:54,Autoplayed: user action: Unspecified; ,Rozłąka: Sezon 1: Spiektr (Odcinek 9),,Samsung 2015 Hawk-M Smart TV,00:45:02,00:45:02,PL (Poland)
Ziomeczki :),2020-09-08 18:09:53,00:46:35,Autoplayed: user action: Unspecified; ,Rozłąka: Sezon 1: Znak życia (Odcinek 8),,Samsung 2015 Hawk-M Smart TV,00:46:49,00:46:49,PL (Poland)
Ziomeczki :),2020-09-08 17:17:01,00:49:03,Autoplayed: user action: Unspecified; ,"Rozłąka: Sezon 1: Dobranoc, Marsie (Odcinek 7)",,Samsung 2015 Hawk-M Smart TV,00:49:11,00:49:11,PL (Poland)
Ziomeczki :),2020-09-08 15:40:35,00:47:17,Autoplayed: user action: Unspecified; ,Rozłąka: Sezon 1: Odrobina wiary (Odcinek 6),,Samsung 2015 Hawk-M Smart TV,00:47:17,00:47:17,PL (Poland)
Ziomeczki :),2020-09-07 18:52:57,00:53:17,Autoplayed: user action: None; ,Rozłąka: Sezon 1: Kosmiczne psy (Odcinek 5),,Samsung 2015 Hawk-M Smart TV,00:53:25,00:53:25,PL (Poland)
Ziomeczki :),2020-09-07 18:11:09,00:41:45,Autoplayed: user action: None; ,Rozłąka: Sezon 1: Wspaniałe rydwany (Odcinek 4),,Samsung 2015 Hawk-M Smart TV,00:41:53,00:41:53,PL (Poland)
Ziomeczki :),2020-09-07 17:14:33,00:46:22,Autoplayed: user action: Unspecified; ,Rozłąka: Sezon 1: Połowa nieba (Odcinek 3),,Samsung 2015 Hawk-M Smart TV,00:46:30,00:46:30,PL (Poland)
Ziomeczki :),2020-09-07 16:28:04,00:46:27,Autoplayed: user action: None; ,Rozłąka: Sezon 1: Powrót niemożliwy (Odcinek 2),,Samsung 2015 Hawk-M Smart TV,00:46:35,00:46:35,PL (Poland)
Ziomeczki :),2020-09-07 15:32:43,00:55:16,Autoplayed: user action: Unspecified; ,Rozłąka: Sezon 1: Wszystko gotowe (Odcinek 1),,Samsung 2015 Hawk-M Smart TV,00:55:16,00:55:16,PL (Poland)
Ziomeczki :),2020-09-07 13:43:39,00:37:19,Autoplayed: user action: None; ,Miasto strachu: Nowy Jork kontra mafia: Miniserial: Taśmy ojca chrzestnego (Odcinek 2),,TCL TV 2018 UHD Android TV Smart TV,00:37:23,Not latest view,PL (Poland)
Ziomeczki :),2020-09-07 12:55:57,00:47:35,Autoplayed: user action: Unspecified; ,Miasto strachu: Nowy Jork kontra mafia: Miniserial: Rządy mafii (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:47:35,00:47:35,PL (Poland)
Ziomeczki :),2020-09-07 12:53:48,00:00:04,Autoplayed: user action: None; ,Outlander: Sezon 1: Sassenach (Odcinek 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,PL (Poland)
